ids,names,mean,description
26153,Nat-chan no Akai Tebukuro,,"Based on a book by Nishino Ayako.

A story about the atomic bomb dropping on Hiroshima. Elementary schooler Nat-chan moved to Hiroshima and was knitting red gloves her male friend Shun-chan. The bomb hits and she dies. Shun-chan now an adult reunites with Nat-chan's remains via her shadow (nuclear shadow that is, where her body vaporized leaving an outline)."
26155,Okaasan no Ki,,"Based on a book by Okawa Etsuo.

In 1937 a mother with 7 children has to see her eldest three sons go off to war. She plants Paulownia tree seeds and prays to the trees every day for her sons to come back safely. "
26157,Shin-chan no Sanrinsha,,The story about a real life 3 year old boy named Shin-chan burned by the atomic bomb when riding his tricycle. He died later that night and his burnt tricycle is displayed at war museum. 
26159,Shinken Seminar Koukou Kouza,,"Shinken Seminar Koukou Kouza is Benesse's correspondence course that helps middle school students get into their high schools of choice. The story follows a middle school boy named Shouta as he strives to get in the right high school, despite the appearance of a rival.

(Source: ANN)"
26163,Ganbare! Lulu Lolo 2nd Season,,"The anime centers around the daily life of two twin bear sisters: the orange-colored Lulu and the yellow-colored Lolo. The two take on new jobs and, despite the occasional failure and tears, give their best efforts.

(Source: ANN)"
26165,Yuri Kuma Arashi,7.07,"In the past, humanoid bears coexisted with humans. However, a meteor shower that fell onto Earth had a strange effect on bears throughout the world: they suddenly became violent and hungry for human flesh, spurring an endless cycle of bloodshed in which bear ate man and man shot bear, forgetting the lively relationship they once had. The ""Wall of Severance"" was thus built, separating the two civilizations and keeping peace.

Kureha Tsubaki and Sumika Izumino are two lovers attending Arashigaoka Academy, who, upon the arrival of two bears that have sneaked through the Wall of Severance and infiltrated the academy, find their relationship under a grave threat. The hungering yet affectionate bears, Ginko Yurishiro and Lulu Yurigasaki, seem to see the bear-hating Kureha as more than just another meal, and in getting closer to her, trigger an unraveling of secrets that Kureha may not be able to bear.

When their relationships provoke the Invisible Storm, a group that keeps order within the ideological school, the girls must stand on trial with their love, embarking on a journey of self-discovery en route to attaining true love's ""promised kiss.""

[Written by MAL Rewrite]"
26183,Ikkitousen: Extravaganza Epoch,6.6,New Ikkitousen OVA.
26189,Ai Tenshi Densetsu Wedding Peach Specials,6.16,"Specials of Wedding Peach included as a bonus on LD/DVD Box set volumes.

Omake 1: Gomenne Yousuke no Maki. (Episode 10,526)

A preview of ""Episode 10,527"" appears at the end, however, this is just a teaser—it doesn't actually exist.

Omake 2: Ai Tenshi Sentai Saigo no Tatakai. (Final Episode)

The ""Wedding Baseball Tournament"" preview of which is shown at the end of the final episode was also never released."
26197,Omedetou Jesus-sama,,Tells the story of Jesus' birth in the manger that starts out with an angel coming to tell Mary that she's pregnant. 
26199,Doolie Baenang-Yeohaeng,,"Dooly and gang travel around the world, speaking English and making new friends. This educational video was made to capture the popular English learning boom that happened around its creation time.

(Source: Cake-kun and AniDB)"
26209,Examurai Sengoku Recap,,A recap episode that starts out with the main character reminiscing of the story thus far over various card and board games.
26213,Free!: Eternal Summer - Kindan no All Hard!,7.92,Unaired episode included with volume 7 of the Blu-ray/DVD.
26215,Niji no Kizuna,,"An educational film about the bystander effect and indifference in Japan. A mentality that ""it's not happening to me, so it's not my problem"" towards the discrimination of others, those suffering from disease, those displaced by the 2011 Touhoku earthquake, etc."
26217,Himawari no You ni,,An educational film about family support for job loss and mental illness in Japan.
26219,Tabidachi no Hi ni,,"An educational film about family issues surrounding a wedding. Typical wedding tropes seen in various media are displayed realistically here. Such as the lack of respect a mother-in-law gives her soon to be daughter-in-law, monetary stress between the two families, stereotyping the other family and thinking poorly of them, and other self-centered ideas."
26221,Mebae no Ashita,,An educational film about trying to see others by 'walking a mile in their shoes'. This one focuses on a listless teenager who is having trouble with his university entrance examinations and his father harping on him; and a pregnant woman who wants to work after the birth but her husband thinks it's wrong because a woman's place is in the home.
26223,Shin-chan ga Naita!,,An educational film about living with disabilities in Japan.
26225,"Kii-chan Watashi, Umarete Kite Yokatta!",,"An educational film about how a girl with a disability is able to overcome her restricted lifestyle and sew a yukata for her sister's wedding. The lesson is that those with disabilities are not limited to a life of nothing, that with encouragement and positive attitudes of the people around them--they are able to great things like everyone else leaving with the tag line of the movie ""I'm glad I was born""."
26227,"Ikitemasu, 15-sai.",,An educational film about blindness and being independent while blind in Japan.
26229,Kaze no Tabibito,,An educational film about wheel-chair bound people in Japan.
26231,Kiniro no Kujira,,An educational film about leukemia in Japan.
26233,Kitsune no Kan Chigai,,An educational film about how some religious beliefs and folklore and superstitions are in damaging in modern Japan. 
26235,Crayon no Hoshi,,An educational film about a teamwork. A group of crayons get a message that they can meet with the a king star if they have great values. Bickering ensues and they have to work together to prove their worth to meet the king.
26237,Cherry Blossom,,An educational anime about what people should do when faced with discrimination against them in Japan. Aimed at middle schoolers.
26239,Tenki ni Naare,,An educational anime about the 1960's adult literacy movement especially amongst what was the female buraku people in Japan which paved way for truly free state education in Japan.
26241,Inochi Kagayaku Akari,,"An educational film about women's problems, community discrimination (buraku social issues), and the entrapment of disabilities. "
26243,Owari no Seraph,7.49,"With the appearance of a mysterious virus that kills everyone above the age of 13, mankind becomes enslaved by previously hidden, power-hungry vampires who emerge in order to subjugate society with the promise of protecting the survivors, in exchange for donations of their blood.

Among these survivors are Yuuichirou and Mikaela Hyakuya, two young boys who are taken captive from an orphanage, along with other children whom they consider family. Discontent with being treated like livestock under the vampires' cruel reign, Mikaela hatches a rebellious escape plan that is ultimately doomed to fail. The only survivor to come out on the other side is Yuuichirou, who is found by the Moon Demon Company, a military unit dedicated to exterminating the vampires in Japan.

Many years later, now a member of the Japanese Imperial Demon Army, Yuuichirou is determined to take revenge on the creatures that slaughtered his family, but at what cost?

Owari no Seraph is a post-apocalyptic supernatural shounen anime that follows a young man's search for retribution, all the while battling for friendship and loyalty against seemingly impossible odds.

[Written by MAL Rewrite]"
26247,Mina no Egao,,"In a village in Asia, there is a family with five children. Mina and her husband, Jai who never learnt to read and write, work in the field.
One day, Jai suddenly falls ill from stomach cramps. Mina urgently looks for medicine, but she can't find the right container among so many different kinds. Mina decides to go to the clinic in town with the empty bottle.
When she reaches the clinic, the doctor is surprised by the bottle she has brought. The bottle is not for medicine, but for pesticide! When she returns home Mina tells Jai what happened in town. And she tells him frankly that she wants to attend literacy class.
The story tells you what problems illiterates in Asia and the Pacific are facing and shows the importance of literacy.

(Source: ACCU)"
26249,Mina no Mura to Kawa,,"Mina's village life seems peaceful as ever, yet some changes in their environment begin to affect their daily life. One evening, Mina's family get food poisoning from eating polluted river fish. Later that evening, a heavy rainstorm hits the village, and water from the polluted river flows into the well. Having taken medicine with unboiled well water, the family's health condition worsens. Mina, having learnt the causes of her family's illness, decides to improve the village environment.

(Source: ACCU)"
26251,Mina no Mura to Mori,,"While Mina's family is in the forest, fire breaks out. They decide to take care of Lolo, the baby monkey, who lost his home and family due to the forest fire. An environmentalist visits Mina's village and invites the villagers to the field to talk about the forest. Having realized the importance of the forest, Mina and the villagers decide to plant trees in the burned field.

(Source: ACCU)"
26253,Mina no Mura no Gomi Soudou,,"Mina's family has a baby goat, but it dies from eating a plastic bag left in the paddy field. Some children are absent from school due to health problems caused by waste. So, the villagers have a meeting to discuss what they can do to improve waste management.

(Source: ACCU)"
26255,Mina no Bousai Mura Dzukuri,,A typhoon hits Mina's village. As everyone begins disaster recovery they also being to implement safety precautions for future typhoons.
26257,Nidoto Touranai Tabibito,,A traveler seeking protection from a storm knocks on the door of a house. The family turns him away as they have a sick daughter and don't want the trouble. The traveler pities the daughter and gives them medicine. A doctor comes to visit next and says that's the medicine the daughter needs. The takes it and gets better. The family is ashamed of their inhospitality and promise to let the traveler stay if they come by again. The traveler ever did.
26259,Mienu Me ni Kanjita Kumotoriyama no Asahi,,A woman climbs up the highest peak of the Kumotori moutain to see the sunrise. The awe-inspiring visual reminds her of her rough childhood.
26261,Tabi no Kisetsu,,"An educational film about overcoming material weakness.

A poor boy short changes the poor old daifuku-mochi seller lady constantly. The guilt racks up and he goes to apologize to her with all the money he stole...only to find that she had died recently. "
26263,Shiokari Touge,,"Based on Miura Ayako's literary work.

Tells the story of Nagano Nobuo from his childhood in Tokyo, through a gradual journey of self-discovery and acceptance of the Christian faith, to his death in Shiokari Pass in Hokkaido.

(Source: Jclglobal)"
26265,Nogiku no Haka,,"An educational film about love and respect. 

Tamiko (17) and Masao (15) are cousins. They grew up together as siblings but in adulthood they wanted to wed each other. However Tamiko's sister-in-law was jealous and tried to tear them apart by forcing Tamiko to marry another man. "
26267,Goi-sensei to Tarou,,Tarou is the only student in the class that Goi-sensei uses an honorific for. This extremely bothers Tarou as he's the only Tarou in the class and it is unneeded. Over winter break Goi-sensei is hospitalized and Tarou goes to visit him and hears the story of why he uses an honorific for Tarou.
26269,Tegami,,"A young boy lives with his grandfather who survived WW2. When a letter comes in the main, the grandfather begins to weeps. He then tells his grandson the story of about this letter his friend wrote."
26271,Meiji Ishin wo Tsukuriageta Hitobito,,An educational film about Yukichi Fukuzawa who helped head the Meiji Restoration after Japan's 200 year isolation.
26273,Tenka wo Mezashita Sannin no Bushou,,"An educational anime about the 3 major warlords in the Sengoku era. Oda Nobunaga, Toyotomi Hideyoshi, and Tokugawa Ieyasu."
26275,Tokugawa Iemitsu to Edo Bakufu,,"An educational film about Tokugawa Iemitsu. He was the grandson of Tokugawa Ieyasa (who founded the Tokugawa shogunate and ended the Sengoku era with his victory). Iemitsu is mostly known for his xenophobia and tried to close Japan to the world, this is known as Sakoku. The policies he put into place blocked out Japan for nearly 200 years which eventually caused internal strife and internal war in the Meiji era when Japan opened its borders again only to find it was economically, politically, industrially, scientifically, and culturally behind the rest of the world."
26277,Minamoto no Yoritomo to Bushi no Yononaka,,An educational film about Minamoto no Yoritomo. He founded the Kamakura shogunate which reigned from 1192 to 1333.
26279,Kumo no Ito (2000),5.77,Kandata was a thief in life so he suffers in hell because of it. But once before he died he helped a spider. One day a silk thread comes down from above and Kandata attempts to climb it in order to reach paradise but...
26281,Mother Teresa,,A biographical anime about Mother Teresa.
26283,Gin no Rousokutate,,A retelling of Victor Hugo's crime from Les Misérables.
26285,Ao no Doumon,,"Legend has it that before the tunnel (Ao no Doumon) was built, people had to climb over the cliffs through which the tunnel is built to reach an important local shrine. The path was very dangerous and people regularly fell to their deaths. During the Edo period, a Buddhist monk named Zenkai, who had committed a murder in his earlier life, decided to build a safe passage for worshipers in order to atone for his crime. Beginning at the age of 49, he dedicated 30 years of his life to digging the 185 metre tunnel by hand, using only a hammer and chisel.

(Source: Wikipedia)"
26287,Tomoko-chan to Watashi,,"A film meant to show how to deal with ""lively"" children in the classroom. 

While not outwardly stated, Tomoko-chan may have some form of ADD or mild autism or both as most kids her age are lively but Tomoko-chan is more wound up than regular children."
26289,Hage,,An educational film about premature baldness. Specifically aimed at children balding.
26291,Boku no Diet Daisakusen,,An educational film about childhood obesity in Japan.
26293,Kokoro no Hanataba,,A sweet story about an old man who went around town planting seeds everywhere in order for flowers to bloom for his granddaughter.
26295,Haha Uzura,,An educational anime about the importance of life. A boy and his father go hunting. The boy shoots a quail only to find a nest of chicks nearby.
26297,Inori no Te,,An educational anime about Hans Dürer.
26299,Inamura no Hi (1989),,Tells the real story about the 1854 Nankai earthquake and subsequent tsunami. 5 samurai villagemen tried to warn villages to evacuate after seeing the tsunami in the distance and it fell mostly on deaf ears. They then set fire to threshed rice in order to have the villagers run up to the fields in order to put out the fire thinking the whole crop is on fire. The plan worked and almost every village member ran up as the rice crops were their only livelihood. The tsunami came and the whole villages below were destroyed thus saving the villagers from death.
26301,Donguri to Yamaneko (1995),,A retelling of Miyazawa Kenji's story of The Acorns and the Wildcat.
26303,Cello Hiki no Gauche (OVA),,Gauche is having trouble perfecting his piece for his performance in 10 days when he hears a knock on his door...
26305,Naita Aka Oni (OVA),,A red Oni wants to become friends with the villagers but is finding it hard because a blue Oni is terrorizing them.
26307,"Yume, Sora Takaku",,An educational film about the independence of children.
26309,Ichimai no Etegami,,An educational film about town planning and factoring the opinion of the elderly as they have lived there the longest.
26311,Tasukeai no Rekishi: Seimei Hoken no Hajimari,,An educational film about the history of life insurance. 
26313,Yakusoku: Africa Mizu to Midori,,"An educational film about technology and perseverance can help those less fortunate. In the film's example, it's building a green wall and green sanctuary to combat the spreading desert in Africa in order for native Africans to have a better life."
26315,"Okaasan, Nakanaide",,An educational anime about the importance of life. 
26317,Obake Nagaya,,A comedic tale about a haunted room.
26319,Mimizuku to Tsuki-sama,,An educational film about playground bullying.
26321,Soba no Hana Saita Hi,,An educational film about environmentalism.
26323,Hitotsu no Hana,,"Based on a book of the same name.

An educational film about the food shortage during the Pacific War."
26325,Minna Ichiban!,,An educational film about seeing the best in people.
26327,Kitsune to Budou,,"An educational film about planning for the future. The story focuses on a fox pup that wants to eat all the grape off a new plant. His mother tells him not to and he didn't understand why. When he grows up he goes back to the area where the small grape plant was to find that it's now a big sturdy vine with lots of fruit. He thanks his mother in heaven for showing him his haste to eat from the plant when it was small would have killed the plant, and thus not have grown large with bountiful fruit in the future."
26329,Ijimekko Ookami to Nana-chan,,"An educational animation on the problems of bullying told through the the fable of ""The Wolf and the Seven Young Goats."""
26331,Jigoku no Soubee,,"Based on a picture book of the same name.

Four people that died have to use their special skills in order to get out of hell and into paradise."
26333,Kaneko Misuzu: Yasashisa no Fuukei,,Poetry of Kaneko Misuzu read while descriptive animations play in the background.
26335,Nanatsu no Hoshi,,"Based on Leo Tolstoy's retelling of the The Big Dipper.

A young girl from a village suffering from a drought goes in search of water for her sick mother."
26337,Minna no Doutoku,,DVD collections that feature various stories with morals aimed at children. The DVDs come with supplementary reading as these videos are meant for a classroom setting.
26339,Tobidashicha dame!,,An educational film about traffic safety.
26341,Hanamaru Koutsuu Anzen,,An educational film about traffic safety staring Hanamaru.
26345,Kogitsune no Okurimono,,Three child kitsune break a precious family portrait an old lady had trying to get the offerings she usually leaves for them. 
26347,From Osaka with Cheer!,,A promotional anime for Osaka funded by the Osaka Convention & Tourism Bureau.
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,7.36,"Though they couldn't be any more different, love has managed to blossom between Hajime Tsunashi, a hardcore otaku who shuts himself in at home while making a living off his blog, and his wife Kaoru—a hard-working office lady who, in contrast, is fairly ordinary, albeit somewhat of a crazy drunk. As this unlikely couple discovers, love is much more than just a first kiss or a wedding; the years that come afterward in the journey of marriage brings with it many joys as well as challenges.

Whether due to their quirky personalities or the peculiar people surrounding them, Hajime and Kaoru find themselves caught up in a variety of baffling and ridiculous antics. But despite the struggles they face, the love that ties them together spurs them to move forward and strive to become better people in order to bring their partner happiness.

[Written by MAL Rewrite]"
26351,Nagato Yuki-chan no Shoushitsu,6.72,"In an alternate universe, shy, awkward Yuki Nagato attempts to court her crush, Kyon, with the help of her best friend and neighbor, the perky and indomitable Ryoko Asakura. Together, the trio defends their high school literature club from extermination…and from the pestering of their over-the-top classmate Tsuruya and her friend and minion Mikuru.

(Source: FUNimation, edited)"
26359,Persona 4 the Golden Animation: Thank you Mr. Accomplice,6.53,"After Yuu finds out the past and circumstances of Adachi, he makes a single decision in order to save him.

(Source: ANN)

This is an alternate ending to the Persona 4 The Golden Animation series."
26395,Teekyuu 4,6.72,Fourth season of Teekyuu series.
26441,Junketsu no Maria,7.15,"Maria is a powerful young witch living with her two familiars in medieval France during the Hundred Years' War against England. As the war rages on and the innocent get caught in its destruction, Maria becomes fed up with the situation and begins using her magic to try and prevent further conflict in hopes of maintaining peace. However, her constant intervention soon attracts the attention of the heavens, and the archangel Michael is sent to keep her from meddling in human affairs. The divine being confronts Maria, and he forbids her from using her powers, issuing a decree that her magic will be taken if she loses her virginity. Though she is now labeled a heretic, Maria adamantly refuses to heed Michael's warning and continues to disrupt the war between the two nations. But as the Church begins plotting to take away the witch's power and put a stop to Maria's interference once and for all, her peacemaking may soon come to an end.

[Written by MAL Rewrite]"
26443,Triage X,6.33,"In a deadly terrorist attack, Arashi Mikami narrowly escapes death but loses everything in the process, including his family and best friend. However, the surgeon that rescues him is far from just an ordinary doctor—he commands a strike team known as Black Label whose task is to exterminate deadly criminals who have fallen too far. Filled with a new determination, Arashi joins the ranks of the vigilante organization.

Black Label's targets are aplenty, as evil scum lurks everywhere—dangerous arms dealers, corrupt politicians, and shady gangsters all find themselves hunted by the extermination team. Although haunted by their dark and sinister past, all of the hunters are highly skilled at slaying their targets. In spite of the perilous lives the members live, Arashi and the gorgeous ladies surrounding him still manage to get caught up in a variety of sultry moments and racy hijinks. Though they face strong opposition, nothing can stop Black Label's objective of cleansing the world of ghastly evil.

[Written by MAL Rewrite]"
26447,Uchuusen Sagittarius Pilot,,"The pilot episode made for Uchuusen Sagittarius. Features the original comic book art and no voice acting.

(Source: Wikipedia)"
26449,Akame ga Kill! Recap,6.72,Recap of the first eight episodes of Akame ga Kill! series.
26453,Tribe Cool Crew,6.9,"Haneru Tobitatsu is a hyperactive middle schooler with a passion for dancing. Inspired by his idol Jey El, the hottest star in the world of dancing, Haneru practices outside Memorial Hall every day after school. Unbeknownst to him, his ""secret"" practice sessions are being watched by Kanon Otosaki—her true identity being the famous online dancer, Rhythm—who also frequents the same location for practice. When Haneru finds out about this, he shows an immediate interest in teaming up with her.
 
Slowly realizing the joy of performing with others, the duo makes their way into the world of street dancing, where they meet Kumonosuke, Mizuki, and Yuzuru, ultimately forming the dance group ""Tribe Cool Crew."" As they face off against tough competition, they strive to one day realize their dream of sharing the stage with Jey El.

[Written by MAL Rewrite]"
27363,Yakata: Kannou Kitan,6.76,"Based on the adult game by Bishop.

A mysterious man is sent to teach a wealthy heiress and her two beautiful daughters the ways of carnal pleasure. Together with his trusty maid, he will make these sexy women scream in ecstasy again and again."
27369,Eigo de Asobo: Tanken Goblin Tou,,
27371,Sore Ike! Anpanman: Bokura wa Hero,,
27373,Sore Ike! Anpanman: Otanjoubi Series,,
27375,Hitoribotchi,,
27377,Tanuki-san Ooatari,,
27379,Sekai no Ouja: King Kong Taikai,,Recap of the first episodes of the TV Series.
27387,Under the Dog,6.3,"The year is 2025. Five years have passed since the Tokyo Olympic Games were called off after deadly terrorist attacks. An international school run by the United Nations now stands in the former Olympic site on the edge of Tokyo Bay. Seven teenagers with special abilities, known as ""Flowers,"" are among the students.

Their student identities are only a cover for their real identities as members of an intelligence organization run by the UN. Their objective is to assassinate other teenagers who have the same abilities. The Flowers have no choice but to complete their missions without fail. Their organization has taken their family members hostage to ensure this. For the Flowers, failure would mean death not only for themselves but also for their loved ones.

This is the story of their struggle against cruel fate, and of how it is human nature to find hope, however bleak the outlook.

(Source: Official site)"
27389,"Oretachi, Tomodachi!",,Based on the children's picture book of the same name by Uchida Rintaro (Story) and Nana Furuya (Illustrations).
27393,Kyuumei Senshi Nanosaver,,"The third show in the Virtual Trilogy, a mix of anime and live action shots. 

In the beginning of the 22nd century society advanced rapidly. Now even children are able to become real doctors, a task before that took two and a half decades to achieve. And nanomachines became prevalent to fight disease. Keita is a Nanosaver, a child doctor who uses the virtual world to apply life saving techniques by entering the body and treating the patients in a virtual medical station (VMS). As more and more patients are taken in, various mysterious are uncovered about them.

In the second half of the anime, a small Ethanarian alien and galactic federation is introduced."
27399,Peeping Life Movie: We Are The Hero,,Movie of Peeping Life.
